,Table,Catalogue,Data Item Description,Series Type,Series ID,Freq.,Series Start,Series End,No. Obs.,Unit,Data Type,Collection Month
27241,"Table 33. General Government Financial Account, Current prices",5204.0 Australian System of National Accounts,General government - Net errors and omissions ;,Original,A2422144C,Annual,1989-06-01,2023-06-01,35,$ Billions,DERIVED,6
16049,"Table 33. State Final Demand, Detailed Components: Australian Capital Territory","5206.0 Australian National Accounts: National Income, Expenditure and Product",Public corporations ;  Gross fixed capital formation: Current prices - Revisions to Percentage Changes ;,Seasonally Adjusted,A2300086K,Quarter,1983-12-01,2023-09-01,160,Percent,DERIVED,3
39586,Table 33. Value of building approved - South Australia,"8731.0 Building Approvals, Australia",Total value of building jobs ;  South Australia ;  Total Residential ;  Alterations and additions including conversions ;,Seasonally Adjusted,A420196C,Month,1973-07-01,2024-02-01,608,$'000,FLOW,1
83779,Table 34. Businesses; Business finance; Fixed term loans; Medium business size; By State; New loan commitments; Values,5601.0 Lending Indicators,Businesses ;  Business Finance ;  Fixed term loans ;  Medium businesses ;  Construction ;  Northern Territory ;  New loan commitments ;  Value ;,Original,A108223451F,Month,2019-07-01,2024-02-01,56,$ Millions,FLOW,1
27202,"Table 34. General Government Balance Sheet, Current prices - as at 30 June",5204.0 Australian System of National Accounts,Non-financial assets ;,Original,A2421902K,Annual,1989-06-01,2023-06-01,35,$ Billions,DERIVED,6
13448,"Table 34. Key Aggregates and analytical series, Annual","5206.0 Australian National Accounts: National Income, Expenditure and Product",Terms of trade: Index ;,Original,A2304708R,Annual,1960-06-01,2023-06-01,64,Index Numbers,DERIVED,6
98162,"Table 34. Output of the Education and training industries, group and class index numbers","6427.0 Producer Price Indexes, Australia","Index Numbers ;  8102 Higher education, Domestic ;",Original,A85222756K,Quarter,2010-03-01,2023-12-01,56,Index Numbers,INDEX,3
40048,Table 34. Value of building approved - Western Australia,"8731.0 Building Approvals, Australia",Total value of building jobs ;  Western Australia ;  Total Residential ;  Alterations and additions including conversions ;,Trend,A420283A,Month,1973-07-01,2024-02-01,608,$'000,FLOW,1
83585,Table 35. Businesses; Business finance; Fixed term loans; Large business size; By purpose; New loan commitments; Values,5601.0 Lending Indicators,Businesses ;  Business Finance ;  Fixed term loans ;  Large businesses ;  Construction ;  New loan commitments ;  Value ;,Original,A108246523J,Month,2019-07-01,2024-02-01,56,$ Millions,FLOW,1
28014,"Table 35. Government Final Consumption Expenditure, by Level of government and purpose, Current prices",5204.0 Australian System of National Accounts,General government - National ;  Education ;,Original,A85307146T,Annual,1963-06-01,2023-06-01,61,$ Millions,DERIVED,6
16058,"Table 35. Income from GDP and Changes in Inventories, Annual","5206.0 Australian National Accounts: National Income, Expenditure and Product",Compensation of employees - Employers' social contributions ;,Original,A2304856T,Annual,1984-06-01,2023-06-01,40,$ Millions,DERIVED,6
98324,"Table 35. Output of the Health care and social assistance industries, group and class index numbers","6427.0 Producer Price Indexes, Australia",Index Numbers ;  8511 General practice medical services ;,Original,A85232039F,Quarter,2012-06-01,2023-12-01,47,Index Numbers,INDEX,3
40511,Table 35. Value of building approved - Tasmania,"8731.0 Building Approvals, Australia",Total value of building jobs ;  Tasmania ;  Total Residential ;  New ;,Original,A420335T,Month,1970-07-01,2024-02-01,644,$'000,FLOW,1
16214,"Table 36. Expenditure on Gross Domestic Product (GDP), Chain volume measures and Current prices, Annual","5206.0 Australian National Accounts: National Income, Expenditure and Product",Private ;  Gross fixed capital formation - Ownership transfer costs: Implicit price deflators ;,Original,A2304938W,Annual,1960-06-01,2023-06-01,64,Index Numbers,DERIVED,6
27717,"Table 36. Household Income Account, Current prices",5204.0 Australian System of National Accounts,Secondary income payable - Other current transfers - Other sectors ;,Original,A84933893X,Annual,1960-06-01,2023-06-01,64,$ Millions,DERIVED,6
98337,"Table 36. Output of the Mining industries, index numbers","6427.0 Producer Price Indexes, Australia","Index Numbers ;  Gas extraction, Domestic ;",Original,A85251116C,Quarter,2015-09-01,2023-12-01,34,Index Numbers,INDEX,3
41089,Table 36. Value of building approved - Northern Territory,"8731.0 Building Approvals, Australia",Total value of building jobs ;  Northern Territory ;  Total (Type of Building) ;  Total Work ;,Original,A422768K,Month,1973-07-01,2024-02-01,608,$'000,FLOW,1
24464,"Table 37. Household Adjusted Disposable Income Account, Current prices",5204.0 Australian System of National Accounts,GROSS DISPOSABLE INCOME ;,Original,A2421989L,Annual,1960-06-01,2023-06-01,64,$ Millions,DERIVED,6
12216,"Table 37. Industry Gross Value Added, Chain volume measures, Annual","5206.0 Australian National Accounts: National Income, Expenditure and Product",GROSS DOMESTIC PRODUCT ;,Original,A2304755F,Annual,1960-06-01,2023-06-01,64,$ Millions,DERIVED,6
41384,Table 37. Value of building approved - Australian Capital Territory,"8731.0 Building Approvals, Australia",Total value of building jobs ;  Australian Capital Territory ;  Total (Type of Building) ;  Total Work ;,Original,A422865L,Month,1973-07-01,2024-02-01,608,$'000,FLOW,1
28708,"Table 38. Analytical Measures of Household Income, Consumption, Saving and Wealth, Current prices",5204.0 Australian System of National Accounts,Real holding gains (+)/Losses (-) - Non-financial produced assets ;,Original,A2421999T,Annual,1991-06-01,2023-06-01,33,$ Billions,DERIVED,6
12158,"Table 38. National Income Account, Current prices, Annual","5206.0 Australian National Accounts: National Income, Expenditure and Product",Other sectors ;  Net saving ;,Original,A2304634K,Annual,1989-06-01,2023-06-01,35,$ Millions,DERIVED,6
39768,Table 38. Value of building approved - Australia,"8731.0 Building Approvals, Australia",Total value of building jobs ;  Total (Type of Building) ;  Total Work ;,Seasonally Adjusted,A422071K,Month,1973-07-01,2024-02-01,608,$'000,FLOW,1
24928,"Table 39. Household Capital Account, Current prices",5204.0 Australian System of National Accounts,TOTAL CAPITAL ACCUMULATION AND NET LENDING (+) / NET BORROWING (-) ;,Original,A2422033L,Annual,1960-06-01,2023-06-01,64,$ Millions,DERIVED,6
16593,"Table 39. National Capital Account, Current prices, Annual","5206.0 Australian National Accounts: National Income, Expenditure and Product",Consumption of fixed capital ;,Original,A2304580R,Annual,1960-06-01,2023-06-01,64,$ Millions,DERIVED,6
40790,Table 39. Value of total building approved - states and territories,"8731.0 Building Approvals, Australia",Total value of building jobs ;  South Australia ;,Seasonally Adjusted,A422473A,Month,1973-07-01,2024-02-01,608,$'000,FLOW,1
89397,"Table 3: Short-term Movement, Visitors Arriving - Selected Countries of Residence: Trend","3401.0 Overseas Arrivals and Departures, Australia",Number of movements ;  Bangladesh ;  Short-term Visitors arriving ;,Trend,A85376232X,Month,1991-01-01,2020-01-01,349,Number,FLOW,1
100777,"Table 3a. Total Hourly Rates of Pay Excluding Bonuses: Private Sector by State, Original (Financial Year Index Numbers for year ended June quarter)","6345.0 Wage Price Index, Australia",Financial Year Index ;  Total hourly rates of pay excluding bonuses ;  Australia ;  Private ;  All industries ;,Original,A2705080C,Annual,1998-06-01,2023-06-01,26,Index Numbers,INDEX,6
52771,"Table 3a: Industrial disputes which occurred during the period, Working days lost, States and Territories","6321.0.55.001 Industrial Disputes, Australia",Working days Lost ;  South Australia ;,Original,A2540882R,Quarter,1985-03-01,2023-12-01,156,000,FLOW,3
99876,"Table 3b. Total Hourly Rates of Pay Excluding Bonuses: Private Sector by State, Original (Quarterly Index Numbers)","6345.0 Wage Price Index, Australia",Percentage Change from Corresponding Quarter of Previous Year ;  Total hourly rates of pay excluding bonuses ;  New South Wales ;  Private ;  All industries ;,Original,A2599051W,Quarter,1997-09-01,2023-12-01,106,Percent,PERCENT,3
52749,"Table 3b: Industrial disputes which occurred during the period, Working days lost per thousand employees, States and Territories","6321.0.55.001 Industrial Disputes, Australia",Working days lost per 1000 employees ;  New South Wales ;,Original,A2540889F,Quarter,1985-03-01,2023-12-01,156,Number,DERIVED,3
97443,"Table 4. Actual Expenditure, by Type of Asset and Industry, Seasonally Adjusted - Current Prices $m","5625.0 Private New Capital Expenditure and Expected Expenditure, Australia","Actual Expenditure ;  Total (State) ;  Total (Type of Asset - Detailed Level) ;  Current Price ;  Non-Mining, including Education and Health ;",Seasonally Adjusted,A124798298F,Quarter,1987-06-01,2023-12-01,147,$ Millions,FLOW,3
14073,"Table 4. Expenditure on Gross Domestic Product (GDP), Chain price indexes","5206.0 Australian National Accounts: National Income, Expenditure and Product",General government ;  Gross fixed capital formation: Percentage changes ;,Original,A2303921J,Quarter,1985-12-01,2023-12-01,153,Percent,DERIVED,3
28775,"Table 4. Expenditure on Gross Domestic Product (GDP), Implicit price deflators",5204.0 Australian System of National Accounts,Private ;  Gross fixed capital formation - Dwellings ;,Original,A2421185F,Annual,1960-06-01,2023-06-01,64,Index Numbers,DERIVED,6
23154,"Table 4. Expenditure, Income and Industry Components of Gross State Product, Queensland, Chain volume measures and current prices",5220.0 Australian National Accounts: State Accounts,Manufacturing (C) ;  Total compensation of employees: Current prices ;,Original,A2714404F,Annual,1990-06-01,2023-06-01,34,$ Millions,DERIVED,6
84020,Table 4. Households; Housing finance; Owner occupiers; Total housing excluding refinancing; By state; New loan commitments; Numbers and values,5601.0 Lending Indicators,Households ;  Housing Finance ;  Owner occupier ;  Total housing excluding refinancing ;  Queensland ;  New loan commitments ;  Value ;,Original,A108267069K,Month,2002-07-01,2024-02-01,260,$ Millions,FLOW,1
62827,"Table 4. Labour force status by Sex, New South Wales - Trend, Seasonally adjusted and Original","6202.0 Labour Force, Australia",Employed total ;  Persons ;,Trend,A84423937R,Month,1978-02-01,2024-02-01,553,000,STOCK,1
84351,Table 4. Livestock slaughtered - calves: all series ('000),"7215.0 Livestock Products, Australia",Number Slaughtered ;  CALVES ;  Tasmania ;,Original,A117734701X,Quarter,1972-09-01,2023-12-01,206,000,FLOW,3
59358,"Table 4. Manufacturing (C) - Trend, Seasonally Adjusted and Original",6150.0.55.003 Labour Account Australia,Persons; Labour Account multiple job holders - Percentage changes ;  Australia ;  Manufacturing (C) ;,Seasonally Adjusted,A85390331V,Quarter,1994-09-01,2023-12-01,118,Percent,PERCENT,3
12217,"Table 40. External Account, Current prices, Annual","5206.0 Australian National Accounts: National Income, Expenditure and Product",Imports of goods and services ;,Original,A2304626K,Annual,1960-06-01,2023-06-01,64,$ Millions,DERIVED,6
27042,"Table 40. Household Financial Account, Current prices",5204.0 Australian System of National Accounts,Acquisition of financial assets - Loans and placements ;,Original,A2422044V,Annual,1989-06-01,2023-06-01,35,$ Billions,DERIVED,6
41579,Table 40. Value of residential building approved - states and territories,"8731.0 Building Approvals, Australia",Total value of building jobs ;  Total Residential ;  Australia ;,Trend,A419856A,Month,1973-07-01,2024-02-01,608,$'000,FLOW,1
25635,"Table 41. Household Balance Sheet, Current prices - as at 30 June",5204.0 Australian System of National Accounts,Non-financial - Produced - Fixed assets ;,Original,A2422064C,Annual,1989-06-01,2023-06-01,35,$ Billions,DERIVED,6
17353,Table 41. Indexes of Industrial Production,"5206.0 Australian National Accounts: National Income, Expenditure and Product",Mining (B) ;  Mining excluding exploration and mining support services ;,Seasonally Adjusted,A2716600A,Quarter,1974-09-01,2023-12-01,198,Index Numbers,DERIVED,3
40906,Table 41. Value of non-residential building approved - states and territories,"8731.0 Building Approvals, Australia",Total value of building jobs ;  Total Non-residential ;  New South Wales ;,Trend,A420674K,Month,1970-07-01,2024-02-01,644,$'000,FLOW,1
24810,Table 42. Household Final Consumption Expenditure,5204.0 Australian System of National Accounts,Goods for recreation and culture: Chain volume measures ;,Original,A2422445J,Annual,1986-06-01,2023-06-01,38,$ Millions,DERIVED,6
14938,Table 42. Unit Labour Costs,"5206.0 Australian National Accounts: National Income, Expenditure and Product",Unit labour cost - Real: Percentage changes ;,Trend,A2435275V,Quarter,1985-12-01,2023-12-01,153,Percent,DERIVED,3
40736,"Table 42. Value of building approved, by sector, original - Australia","8731.0 Building Approvals, Australia",Total value of building jobs ;  Private Sector ;  Total Non-residential ;  Total Work ;,Original,A420545R,Month,1965-01-01,2024-02-01,710,$'000,FLOW,1
28562,"Table 43. External Accounts, Current prices",5204.0 Australian System of National Accounts,TOTAL USE OF INCOME OF NON-RESIDENTS ;,Original,A2519187T,Annual,1960-06-01,2023-06-01,64,$ Millions,DERIVED,6
14081,"Table 43. Indexes of Industrial Production, Annual","5206.0 Australian National Accounts: National Income, Expenditure and Product",Manufacturing (C) ;,Original,A2716700K,Annual,1975-06-01,2023-06-01,49,Index Numbers,DERIVED,6
39806,"Table 43. Value of building approved, by sector, original - New South Wales","8731.0 Building Approvals, Australia",Total value of building jobs ;  New South Wales ;  Private Sector ;  Total (Type of Building) ;  Total Work ;,Original,A422104V,Month,1970-07-01,2024-02-01,644,$'000,FLOW,1
16769,"Table 44. Compensation of Employees, State by Sector: Current prices","5206.0 Australian National Accounts: National Income, Expenditure and Product",Victoria ;  Private ;  Compensation of employees ;,Seasonally Adjusted,A85125767X,Quarter,1983-09-01,2023-12-01,162,$ Millions,DERIVED,3
28284,"Table 44. External Financial Account, Current prices",5204.0 Australian System of National Accounts,Incurrence of liabilities - Other accounts payable ;,Original,A2422217F,Annual,1989-06-01,2023-06-01,35,$ Billions,DERIVED,6
39202,"Table 44. Value of building approved, by sector, original - Victoria","8731.0 Building Approvals, Australia",Total value of building jobs ;  Victoria ;  Total Sectors ;  Total Residential ;  Total Work ;,Original,A420023F,Month,1973-07-01,2024-02-01,608,$'000,FLOW,1
27328,"Table 45. External Balance Sheet, Current prices - as at 30 June",5204.0 Australian System of National Accounts,Financial assets - Securities other than shares ;,Original,A2422222X,Annual,1989-06-01,2023-06-01,35,$ Billions,DERIVED,6
14538,"Table 45. Gross Value Added by Industry, Current prices","5206.0 Australian National Accounts: National Income, Expenditure and Product",Wholesale trade (F) ;  Gross operating surplus and gross mixed income ;,Seasonally Adjusted,A85231888F,Quarter,2002-09-01,2023-12-01,86,$ Millions,DERIVED,3
39066,"Table 45. Value of building approved, by sector, original - Queensland","8731.0 Building Approvals, Australia",Total value of building jobs ;  Queensland ;  Total Sectors ;  Total (Type of Building) ;  Total Work ;,Original,A422368X,Month,1973-07-01,2024-02-01,608,$'000,FLOW,1
26764,"Table 46. Total Factor Income, by Industry and principal components, Current prices",5204.0 Australian System of National Accounts,Mining ;  Compensation of employees ;,Original,A3348038C,Annual,1990-06-01,2023-06-01,34,$ Millions,DERIVED,6
42169,"Table 46. Value of building approved, by sector, original - South Australia","8731.0 Building Approvals, Australia",Total value of building jobs ;  South Australia ;  Private Sector ;  Total Residential ;  Alterations and additions creating dwellings ;,Original,A119370268V,Month,1994-07-01,2024-02-01,356,$'000,FLOW,1
28246,"Table 47. Consumption of Fixed Capital, by Industry and institutional sector, Current prices",5204.0 Australian System of National Accounts,Ownership transfer costs ;,Original,A2422609T,Annual,1960-06-01,2023-06-01,64,$ Millions,DERIVED,6
42106,"Table 47. Value of building approved, by sector, original - Western Australia","8731.0 Building Approvals, Australia",Total value of building jobs ;  Western Australia ;  Total Sectors ;  Total Residential ;  Alterations and additions not creating dwellings ;,Original,A118653004V,Month,1994-07-01,2024-02-01,356,$'000,FLOW,1
28335,"Table 48. Compensation of Employees, by Industry, Current prices",5204.0 Australian System of National Accounts,Compensation of employees ;  Information media and telecommunications ;,Original,A3347914X,Annual,1990-06-01,2023-06-01,34,$ Millions,DERIVED,6
39425,"Table 48. Value of building approved, by sector, original - Tasmania","8731.0 Building Approvals, Australia",Total value of building jobs ;  Tasmania ;  Private Sector ;  Total Residential ;  Alterations and additions creating dwellings ;,Original,A119355580F,Month,1994-08-01,2024-02-01,355,$'000,FLOW,1
25162,"Table 49. Income from Dwelling Rent, Current prices",5204.0 Australian System of National Accounts,Miscellaneous (including commission) ;,Original,A2422347C,Annual,1990-06-01,2023-06-01,34,$ Millions,DERIVED,6
38851,"Table 49. Value of building approved, by sector, original - Northern Territory","8731.0 Building Approvals, Australia",Total value of building jobs ;  Northern Territory ;  Public Sector ;  Total Non-residential ;  Total Work ;,Original,A421084C,Month,1970-07-01,2024-02-01,644,$'000,FLOW,1
89609,"Table 4: Short-term Movement, Visitors Arriving - Selected Countries of Residence: Seasonally adjusted","3401.0 Overseas Arrivals and Departures, Australia",Number of movements ;  Italy ;  Short-term Visitors arriving ;,Seasonally Adjusted,A85375375R,Month,1991-01-01,2020-03-01,351,Number,FLOW,1
100226,"Table 4a. Total Hourly Rates of Pay Excluding Bonuses: Public Sector by State, Original (Financial Year Index Numbers for year ended June quarter)","6345.0 Wage Price Index, Australia",Financial Year Index ;  Total hourly rates of pay excluding bonuses ;  Western Australia ;  Public ;  All industries ;,Original,A2706068F,Annual,1998-06-01,2023-06-01,26,Index Numbers,INDEX,6
52786,"Table 4a: Industrial disputes which ended during the period, Cause of dispute","6321.0.55.001 Industrial Disputes, Australia",Number of Disputes ;  Non-Enterprise Bargaining related; Other ;,Original,A2540902L,Quarter,2003-03-01,2023-09-01,83,Number,STOCK,3
100195,"Table 4b. Total Hourly Rates of Pay Excluding Bonuses: Public Sector by State, Original (Quarterly Index Numbers)","6345.0 Wage Price Index, Australia",Percentage Change from Corresponding Quarter of Previous Year ;  Total hourly rates of pay excluding bonuses ;  New South Wales ;  Public ;  All industries ;,Original,A2600001F,Quarter,1997-09-01,2023-12-01,106,Percent,PERCENT,3
52748,"Table 4b: Industrial disputes which ended during the period, Working days lost per employee involved","6321.0.55.001 Industrial Disputes, Australia",Working days Lost ;  Total (Av working days lost per employee) ;,Original,A2540964V,Quarter,2003-03-01,2023-09-01,83,000,FLOW,3
52730,"Table 4c: Industrial disputes which ended during the period, Reason work resumed","6321.0.55.001 Industrial Disputes, Australia",Working days Lost ;  Total Reasons ;,Original,A2540946R,Quarter,2003-03-01,2023-09-01,83,000,FLOW,3
97636,"Table 5. Actual Expenditure, by Type of Asset and Industry, Trend - Current Prices $m","5625.0 Private New Capital Expenditure and Expected Expenditure, Australia","Actual Expenditure ;  Total (State) ;  Equipment, Plant and Machinery ;  Current Price ;  Retail Trade ;",Trend,A3515236X,Quarter,1987-06-01,2023-12-01,147,$ Millions,FLOW,3
59487,"Table 5. Electricity, Gas, Water and Waste Services (D) - Trend, Seasonally Adjusted and Original",6150.0.55.003 Labour Account Australia,"Jobs; Job vacancies - Percentage changes ;  Australia ;  Electricity, gas, water and waste services (D) ;",Trend,A85390540R,Quarter,1994-09-01,2023-12-01,118,Percent,PERCENT,3
13583,"Table 5. Expenditure on Gross Domestic Product (GDP), Implicit price deflators","5206.0 Australian National Accounts: National Income, Expenditure and Product",Public corporations - Commonwealth ;  Gross fixed capital formation: Percentage changes ;,Seasonally Adjusted,A2303775W,Quarter,1959-12-01,2023-12-01,257,Percent,DERIVED,3
18940,"Table 5. Expenditure, Income and Industry Components of Gross State Product, South Australia, Chain volume measures and current prices",5220.0 Australian National Accounts: State Accounts,"Professional, scientific and technical services (M) ;  Industry gross value added: Contributions to Growth  - Chain volume measures ;",Original,A2715655T,Annual,1991-06-01,2023-06-01,33,Index Points,DERIVED,6
26912,Table 5. Gross Value Added (GVA) by Industry,5204.0 Australian System of National Accounts,Information media and telecommunications (J) ;  Chain volume measures ;,Original,A3348294R,Annual,1975-06-01,2023-06-01,49,$ Millions,DERIVED,6
83805,Table 5. Households; Housing finance; Owner occupiers; By detailed purpose; New loan commitments; New South Wales; Numbers and values,5601.0 Lending Indicators,Households ;  Housing Finance ;  Owner occupier ;  Total housing excluding refinancing ;  New South Wales ;  New loan commitments ;  Number ;,Original,A108271760F,Month,2019-07-01,2024-02-01,56,Number,FLOW,1
62745,"Table 5. Labour force status by Sex, Victoria - Trend, Seasonally adjusted and Original","6202.0 Labour Force, Australia",Employed total ;  > Males ;,Seasonally Adjusted,A84423237A,Month,1978-02-01,2024-02-01,553,000,STOCK,1
84404,Table 5. Livestock slaughtered - sheep: all series ('000),"7215.0 Livestock Products, Australia",Number Slaughtered ;  SHEEP ;  Victoria ;,Seasonally Adjusted,A117734773K,Quarter,1972-09-01,2023-12-01,206,000,FLOW,3
99348,"Table 5. Quarterly Retail Turnover Percentage Change, Volume and Price, Seasonally adjusted - By Industry Group","8501.0 Retail Trade, Australia","Implicit Price Deflators - Percentage change from preceding quarter ;  Total (State) ;  Clothing, footwear and personal accessory retailing ;",Seasonally Adjusted,A3350485W,Quarter,1983-09-01,2023-12-01,162,Percent,PERCENT,3
26359,"Table 50. Agricultural Income, Current prices",5204.0 Australian System of National Accounts,Other agriculture ;,Original,A3539270X,Annual,1990-06-01,2023-06-01,34,$ Millions,DERIVED,6
42214,"Table 50. Value of building approved, by sector, original - Australian Capital Territory","8731.0 Building Approvals, Australia",Total value of building jobs ;  Australian Capital Territory ;  Total Sectors ;  Total (Type of Building) ;  Total Work ;,Original,A422865L,Month,1973-07-01,2024-02-01,608,$'000,FLOW,1
28089,"Table 51. Gross Fixed Capital Formation, by Type of Asset",5204.0 Australian System of National Accounts,All sectors ;  Weapons systems: Current prices ;,Original,A3347560A,Annual,1960-06-01,2023-06-01,64,$ Millions,DERIVED,6
42085,"Table 51. Value of non-residential building approved, by sector, original - Australia","8731.0 Building Approvals, Australia",Total value of building jobs ;  Total Sectors ;  Other Non-residential - Total ;,Original,A118698364K,Month,2000-07-01,2024-02-01,284,$'000,FLOW,1
25316,"Table 52. Private Gross Fixed Capital Formation, by Industry, Current prices",5204.0 Australian System of National Accounts,"Agriculture, forestry and fishing ;",Original,A3347024W,Annual,1960-06-01,2023-06-01,64,$ Millions,DERIVED,6
39152,"Table 52. Value of non-residential building approved, by sector, original - New South Wales","8731.0 Building Approvals, Australia",Total value of building jobs ;  New South Wales ;  Public Sector ;  Industrial Buildings - Total ;,Original,A118199188R,Month,2000-07-01,2024-02-01,284,$'000,FLOW,1
27376,"Table 53. General Government Gross Fixed Capital Formation, by Level of government and purpose - Current prices",5204.0 Australian System of National Accounts,General government ;  Gross fixed capital formation ;,Original,A2420799F,Annual,1960-06-01,2023-06-01,64,$ Millions,DERIVED,6
39095,"Table 53. Value of non-residential building approved, by sector, original - Victoria","8731.0 Building Approvals, Australia",Total value of building jobs ;  Victoria ;  Public Sector ;  Industrial Buildings - Total ;,Original,A118177156L,Month,2000-07-01,2024-02-01,284,$'000,FLOW,1
26384,"Table 54. Public Corporations Gross Fixed Capital Formation, by Level of government and industry, Current prices",5204.0 Australian System of National Accounts,"Public corporations - Commonwealth ;  Rental, hiring and real estate services ;",Original,A3346902W,Annual,1960-06-01,2023-06-01,64,$ Millions,DERIVED,6
40711,"Table 54. Value of non-residential building approved, by sector, original - Queensland","8731.0 Building Approvals, Australia",Total value of building jobs ;  Queensland ;  Total Sectors ;  Retail and wholesale trade buildings ;,Original,A118732996C,Month,2000-12-01,2024-02-01,279,$'000,FLOW,1
27061,Table 55. Changes in Inventories,5204.0 Australian System of National Accounts,Changes in inventories - Private non-farm - Wholesale trade: Chain volume measures ;,Original,A2527487V,Annual,1986-06-01,2023-06-01,38,$ Millions,DERIVED,6
39873,"Table 55. Value of non-residential building approved, by sector, original - South Australia","8731.0 Building Approvals, Australia",Total value of building jobs ;  South Australia ;  Total Sectors ;  Aged care facilities ;,Original,A118722268V,Month,2000-08-01,2024-02-01,283,$'000,FLOW,1
26622,"Table 56. Capital Stock, by Type of asset",5204.0 Australian System of National Accounts,Dwellings ;  End-year average age of gross stock ;,Original,A2422534K,Annual,1960-06-01,2023-06-01,64,years,DERIVED,6
41625,"Table 56. Value of non-residential building approved, by sector, original - Western Australia","8731.0 Building Approvals, Australia",Total value of building jobs ;  Western Australia ;  Private Sector ;  Total Non-residential ;,Original,A420920F,Month,2000-07-01,2024-02-01,284,$'000,FLOW,1
24872,"Table 57. Capital Stock, by Institutional sector",5204.0 Australian System of National Accounts,General government ;  End-year net capital stock: Chain volume measures ;,Original,A2422906L,Annual,1960-06-01,2023-06-01,64,$ Millions,DERIVED,6
40849,"Table 57. Value of non-residential building approved, by sector, original - Tasmania","8731.0 Building Approvals, Australia",Total value of building jobs ;  Tasmania ;  Private Sector ;  Health buildings ;,Original,A119237572W,Month,2000-07-01,2024-02-01,284,$'000,FLOW,1
24306,"Table 58. Capital Stock, by Industry",5204.0 Australian System of National Accounts,Ownership of dwellings ;  Gross fixed capital formation: Current prices ;,Original,A2423051K,Annual,1960-06-01,2023-06-01,64,$ Millions,DERIVED,6
40329,"Table 58. Value of non-residential building approved, by sector, original - Northern Territory","8731.0 Building Approvals, Australia",Total value of building jobs ;  Northern Territory ;  Public Sector ;  Agricultural and aquacultural buildings ;,Original,A118186516X,Month,2002-04-01,2024-02-01,263,$'000,FLOW,1
29137,"Table 59. Consolidated Balance Sheet and Accumulation Accounts, Current prices",5204.0 Australian System of National Accounts,Memorandum items - Direct investment - Australian investment abroad: Neutral holding gains ;,Original,A2479138T,Annual,1990-06-01,2023-06-01,34,$ Billions,DERIVED,6
40248,"Table 59. Value of non-residential building approved, by sector, original - Australian Capital Territory","8731.0 Building Approvals, Australia",Total value of building jobs ;  Australian Capital Territory ;  Public Sector ;  Factories and other secondary production buildings ;,Original,A118171180C,Month,2000-07-01,2024-02-01,284,$'000,FLOW,1
89515,"Table 5: Short-term Movement, Visitors Arriving - Selected Countries of Residence: Original","3401.0 Overseas Arrivals and Departures, Australia",Number of movements ;  Spain ;  Short-term Visitors arriving ;,Original,A85375649L,Month,1991-01-01,2024-01-01,397,Number,FLOW,1
100572,"Table 5a. Total Hourly Rates of Pay Excluding Bonuses: Sector by Industry, Original (Financial Year Index Numbers for year ended June quarter)","6345.0 Wage Price Index, Australia",Financial Year Index ;  Total hourly rates of pay excluding bonuses ;  Australia ;  Public ;  Health care and social assistance ;,Original,A2705248W,Annual,1998-06-01,2023-06-01,26,Index Numbers,INDEX,6
99933,"Table 5b. Total Hourly Rates of Pay Excluding Bonuses: Sector by Industry, Original (Quarterly Index Numbers)","6345.0 Wage Price Index, Australia",Percentage Change from Previous Quarter ;  Total hourly rates of pay excluding bonuses ;  Australia ;  Private ;  Wholesale trade ;,Original,A2603000J,Quarter,1997-09-01,2023-12-01,106,Percent,PERCENT,3
97573,"Table 6. Actual Expenditure, by Type of Asset and Industry, Original - Chain Volume Measures $m","5625.0 Private New Capital Expenditure and Expected Expenditure, Australia","Actual Expenditure ;  Total (State) ;  Equipment, Plant and Machinery ;  Chain Volume Measures ;  Mining ;",Original,A3511729X,Quarter,1987-09-01,2023-12-01,146,$ Millions,FLOW,3
54700,"Table 6. Construction (E) - Trend, Seasonally Adjusted and Original",6150.0.55.003 Labour Account Australia,Jobs; Labour Account main jobs - Percentage changes ;  Australia ;  Construction (E) ;,Trend,A85390695J,Quarter,1994-09-01,2023-12-01,118,Percent,PERCENT,3
21727,"Table 6. Expenditure, Income and Industry Components of Gross State Product, Western Australia, Chain volume measures and current prices",5220.0 Australian National Accounts: State Accounts,Private ;  Gross fixed capital formation - Non-dwelling construction - Total: Chain Volume Measures - Revisions to Percentage Changes ;,Original,A2334407V,Annual,1991-06-01,2022-06-01,32,Percent,DERIVED,6
16522,"Table 6. Gross Value Added by Industry, Chain volume measures","5206.0 Australian National Accounts: National Income, Expenditure and Product",Mining (B) ;  Mining excluding exploration and mining support services: Contributions to growth ;,Seasonally Adjusted,A2716125A,Quarter,1974-12-01,2023-12-01,197,Index Points,DERIVED,3
84169,Table 6. Households; Housing finance; Owner occupiers; By detailed purpose; New loan commitments; Victoria; Numbers and values,5601.0 Lending Indicators,Households ;  Housing Finance ;  Owner occupier ;  Purchase of residential land ;  Victoria ;  New loan commitments ;  Value ;,Original,A108271556W,Month,2019-07-01,2024-02-01,56,$ Millions,FLOW,1
24577,"Table 6. Income from Gross Domestic Product (GDP), Current prices",5204.0 Australian System of National Accounts,Wages and salaries ;,Original,A2421038F,Annual,1990-06-01,2023-06-01,34,$ Millions,DERIVED,6
